 Document set number (Dnnn)
 |    Type (= Extract)
 |    | Target size (200, 400)
 |    | |   Document selector code (A-J)
 |    | |   | Peer summarizer code (manual[A-J] or system submission[15-31]
 |    | |   | |   Model summarizer code (A-J)
 |    | |   | |   |   Model sentences
 |    | |   | |   |   |     Peer sentences
 |    | |   | |   |   |     |    Model-only sentences
 |    | |   | |   |   |     |    |    Model and peer sentences
 |    | |   | |   |   |     |    |    |    Peer-only sentences
 |    | |   | |   |   |     |    |    |    |  Sentence precision
 |    | |   | |   |   |     |    |    |    |  |      Sentence recall
 |    | |   | |   |   |     |    |    |    |  |      |
 D071 E 400 F 21  B   20   15   12    8    7  0.533  0.400
 D071 E 400 F 22  A   21   10   21    0   10  0.000  0.000
 D071 E 400 F 22  B   20   10   20    0   10  0.000  0.000
 D071 E 400 F 24  A   21   12   17    4    8  0.333  0.190
 D071 E 400 F 24  B   20   12   15    5    7  0.417  0.250
 D071 E 400 F 25  A   21   12   17    4    8  0.333  0.190
 D071 E 400 F 25  B   20   12   15    5    7  0.417  0.250
 D071 E 400 F 28  A   21   15   17    4   11  0.267  0.190
 D071 E 400 F 28  B   20   15   14    6    9  0.400  0.300
 D071 E 400 F 29  A   21   12   17    4    8  0.333  0.190
 D071 E 400 F 29  B   20   12   15    5    7  0.417  0.250
 D071 E 400 F 31  A   21   16   17    4   12  0.250  0.190
 D071 E 400 F 31  B   20   16   13    7    9  0.438  0.350
 D072 E 200 F 16  I    7    3    7    0    3  0.000  0.000
 D072 E 200 F 16  J    7    3    7    0    3  0.000  0.000
 D072 E 200 F 19  I    7    7    6    1    6  0.143  0.143
 D072 E 200 F 19  J    7    7    6    1    6  0.143  0.143
 D072 E 200 F 20  I    7    8    4    3    5  0.375  0.429
 D072 E 200 F 20  J    7    8    7    0    8  0.000  0.000
 D072 E 200 F 21  I    7    6    7    0    6  0.000  0.000
 D072 E 200 F 21  J    7    6    6    1    5  0.167  0.143
 D072 E 200 F 22  I    7    4    7    0    4  0.000  0.000
 D072 E 200 F 22  J    7    4    7    0    4  0.000  0.000
 D072 E 200 F 24  I    7    5    5    2    3  0.400  0.286
 D072 E 200 F 24  J    7    5    6    1    4  0.200  0.143
 D072 E 200 F 25  I    7    6    5    2    4  0.333  0.286
 D072 E 200 F 25  J    7    6    7    0    6  0.000  0.000
 D072 E 200 F 28  I    7    7    7    0    7  0.000  0.000
 D072 E 200 F 28  J    7    7    6    1    6  0.143  0.143
 D072 E 200 F 29  I    7   13    6    1   12  0.077  0.143
 D072 E 200 F 29  J    7   13    6    1   12  0.077  0.143
 D072 E 200 F 31  I    7    7    7    0    7  0.000  0.000
 D072 E 200 F 31  J    7    7    7    0    7  0.000  0.000
 D072 E 400 F 16  I   16    8   14    2    6  0.250  0.125
 D072 E 400 F 16  J   17    8   16    1    7  0.125  0.059
 D072 E 400 F 19  I   16   15   15    1   14  0.067  0.062
 D072 E 400 F 19  J   17   15   15    2   13  0.133  0.118
 D072 E 400 F 20  I   16   17   11    5   12  0.294  0.312
 D072 E 400 F 20  J   17   17   14    3   14  0.176  0.176
 D072 E 400 F 21  I   16   12   14    2   10  0.167  0.125
 D072 E 400 F 21  J   17   12   15    2   10  0.167  0.118
 D072 E 400 F 22  I   16    8   16    0    8  0.000  0.000
 D072 E 400 F 22  J   17    8   17    0    8  0.000  0.000
 D072 E 400 F 24  I   16   11   11    5    6  0.455  0.312
 D072 E 400 F 24  J   17   11   15    2    9  0.182  0.118
 D072 E 400 F 25  I   16   13   13    3   10  0.231  0.188
 D072 E 400 F 25  J   17   13   16    1   12  0.077  0.059
 D072 E 400 F 28  I   16   13   15    1   12  0.077  0.062
 D072 E 400 F 28  J   17   13   15    2   11  0.154  0.118
 D072 E 400 F 29  I   16   20   13    3   17  0.150  0.188
 D072 E 400 F 29  J   17   20   14    3   17  0.150  0.176
 D072 E 400 F 31  I   16   12   14    2   10  0.167  0.125
 D072 E 400 F 31  J   17   12   15    2   10  0.167  0.118
 D073 E 200 B 16  C    6    4    5    1    3  0.250  0.167
 D073 E 200 B 16  J    8    4    8    0    4  0.000  0.000
 D073 E 200 B 19  C    6   11    5    1   10  0.091  0.167
 D073 E 200 B 19  J    8   11    6    2    9  0.182  0.250
 D073 E 200 B 20  C    6    8    6    0    8  0.000  0.000
 D073 E 200 B 20  J    8    8    8    0    8  0.000  0.000
 D073 E 200 B 21  C    6    6    5    1    5  0.167  0.167
 D073 E 200 B 21  J    8    6    8    0    6  0.000  0.000
 D073 E 200 B 22  C    6    4    6    0    4  0.000  0.000
 D073 E 200 B 22  J    8    4    8    0    4  0.000  0.000
 D073 E 200 B 24  C    6    7    5    1    6  0.143  0.167
 D073 E 200 B 24  J    8    7    7    1    6  0.143  0.125
 D073 E 200 B 25  C    6    6    5    1    5  0.167  0.167
 D073 E 200 B 25  J    8    6    8    0    6  0.000  0.000
 D073 E 200 B 28  C    6    7    6    0    7  0.000  0.000
 D073 E 200 B 28  J    8    7    6    2    5  0.286  0.250
 D073 E 200 B 29  C    6    7    5    1    6  0.143  0.167
 D073 E 200 B 29  J    8    7    6    2    5  0.286  0.250
 D073 E 200 B 31  C    6    5    6    0    5  0.000  0.000
 D073 E 200 B 31  J    8    5    8    0    5  0.000  0.000
 D073 E 400 B 16  C   13   10   10    3    7  0.300  0.231
 D073 E 400 B 16  J   16   10   15    1    9  0.100  0.062
 D073 E 400 B 19  C   13   20   12    1   19  0.050  0.077
 D073 E 400 B 19  J   16   20   13    3   17  0.150  0.188
 D073 E 400 B 20  C   13   18   12    1   17  0.056  0.077
 D073 E 400 B 20  J   16   18   16    0   18  0.000  0.000
 D073 E 400 B 21  C   13   13   10    3   10  0.231  0.231
 D073 E 400 B 21  J   16   13   14    2   11  0.154  0.125
 D073 E 400 B 22  C   13    8   13    0    8  0.000  0.000
 D073 E 400 B 22  J   16    8   16    0    8  0.000  0.000
 D073 E 400 B 24  C   13   14   11    2   12  0.143  0.154
 D073 E 400 B 24  J   16   14   15    1   13  0.071  0.062
 D073 E 400 B 25  C   13   14   11    2   12  0.143  0.154
 D073 E 400 B 25  J   16   14   15    1   13  0.071  0.062
 D073 E 400 B 28  C   13   16   11    2   14  0.125  0.154
 D073 E 400 B 28  J   16   16   14    2   14  0.125  0.125
 D073 E 400 B 29  C   13    9   11    2    7  0.222  0.154
 D073 E 400 B 29  J   16    9   14    2    7  0.222  0.125
 D073 E 400 B 31  C   13   12   13    0   12  0.000  0.000
 D073 E 400 B 31  J   16   12   15    1   11  0.083  0.062
 D074 E 200 B 16  A   10    2   10    0    2  0.000  0.000
 D074 E 200 B 16  E    7    2    7    0    2  0.000  0.000
 D074 E 200 B 19  A   10    6   10    0    6  0.000  0.000
 D074 E 200 B 19  E    7    6    6    1    5  0.167  0.143
 D074 E 200 B 20  A   10   11   10    0   11  0.000  0.000
 D074 E 200 B 20  E    7   11    7    0   11  0.000  0.000
 D074 E 200 B 21  A   10    6    9    1    5  0.167  0.100
 D074 E 200 B 21  E    7    6    4    3    3  0.500  0.429
 D074 E 200 B 22  A   10    5   10    0    5  0.000  0.000
 D074 E 200 B 22  E    7    5    7    0    5  0.000  0.000
 D074 E 200 B 24  A   10    8    9    1    7  0.125  0.100
 D074 E 200 B 24  E    7    8    5    2    6  0.250  0.286
 D074 E 200 B 25  A   10    6    9    1    5  0.167  0.100
 D074 E 200 B 25  E    7    6    7    0    6  0.000  0.000
 D074 E 200 B 28  A   10    8   10    0    8  0.000  0.000
 D074 E 200 B 28  E    7    8    6    1    7  0.125  0.143
 D074 E 200 B 29  A   10    8    9    1    7  0.125  0.100
 D074 E 200 B 29  E    7    8    5    2    6  0.250  0.286
 D074 E 200 B 31  A   10    7   10    0    7  0.000  0.000
 D074 E 200 B 31  E    7    7    4    3    4  0.429  0.429
 D074 E 400 B 16  A   15    5   15    0    5  0.000  0.000
 D074 E 400 B 16  E   14    5   13    1    4  0.200  0.071
 D074 E 400 B 19  A   15   10   12    3    7  0.300  0.200
 D074 E 400 B 19  E   14   10   11    3    7  0.300  0.214
 D074 E 400 B 20  A   15   20   14    1   19  0.050  0.067
 D074 E 400 B 20  E   14   20   13    1   19  0.050  0.071
 D074 E 400 B 21  A   15   14   13    2   12  0.143  0.133
 D074 E 400 B 21  E   14   14    8    6    8  0.429  0.429
 D074 E 400 B 22  A   15    9   15    0    9  0.000  0.000
 D074 E 400 B 22  E   14    9   14    0    9  0.000  0.000
 D074 E 400 B 24  A   15   16   13    2   14  0.125  0.133
 D074 E 400 B 24  E   14   16   11    3   13  0.188  0.214
 D074 E 400 B 25  A   15   14   13    2   12  0.143  0.133
 D074 E 400 B 25  E   14   14   13    1   13  0.071  0.071
 D074 E 400 B 28  A   15   16   13    2   14  0.125  0.133
 D074 E 400 B 28  E   14   16   11    3   13  0.188  0.214
 D074 E 400 B 29  A   15   12   13    2   10  0.167  0.133
 D074 E 400 B 29  E   14   12    9    5    7  0.417  0.357
 D074 E 400 B 31  A   15   11   13    2    9  0.182  0.133
 D074 E 400 B 31  E   14   11   10    4    7  0.364  0.286
 D075 E 200 B 16  E    7    6    7    0    6  0.000  0.000
 D075 E 200 B 16  G   10    6   10    0    6  0.000  0.000
 D075 E 200 B 19  E    7    7    2    5    2  0.714  0.714
 D075 E 200 B 19  G   10    7    8    2    5  0.286  0.200
 D075 E 200 B 20  E    7    8    4    3    5  0.375  0.429
 D075 E 200 B 20  G   10    8   10    0    8  0.000  0.000
 D075 E 200 B 21  E    7    6    4    3    3  0.500  0.429
 D075 E 200 B 21  G   10    6   10    0    6  0.000  0.000
 D075 E 200 B 22  E    7    4    7    0    4  0.000  0.000
 D075 E 200 B 22  G   10    4   10    0    4  0.000  0.000
 D075 E 200 B 24  E    7    6    4    3    3  0.500  0.429
 D075 E 200 B 24  G   10    6    8    2    4  0.333  0.200
 D075 E 200 B 25  E    7    5    7    0    5  0.000  0.000
 D075 E 200 B 25  G   10    5   10    0    5  0.000  0.000
 D075 E 200 B 28  E    7    6    3    4    2  0.667  0.571
 D075 E 200 B 28  G   10    6   10    0    6  0.000  0.000
 D075 E 200 B 29  E    7    6    5    2    4  0.333  0.286
 D075 E 200 B 29  G   10    6    9    1    5  0.167  0.100
 D075 E 200 B 31  E    7    7    6    1    6  0.143  0.143
 D075 E 200 B 31  G   10    7   10    0    7  0.000  0.000
 D075 E 400 B 16  E   15   11   13    2    9  0.182  0.133
 D075 E 400 B 16  G   19   11   19    0   11  0.000  0.000
 D075 E 400 B 19  E   15   15   10    5   10  0.333  0.333
 D075 E 400 B 19  G   19   15   16    3   12  0.200  0.158
 D075 E 400 B 20  E   15   16    9    6   10  0.375  0.400
 D075 E 400 B 20  G   19   16   17    2   14  0.125  0.105
 D075 E 400 B 21  E   15   12    9    6    6  0.500  0.400
 D075 E 400 B 21  G   19   12   17    2   10  0.167  0.105
 D075 E 400 B 22  E   15    8   15    0    8  0.000  0.000
 D075 E 400 B 22  G   19    8   19    0    8  0.000  0.000
 D075 E 400 B 24  E   15   11    9    6    5  0.545  0.400
 D075 E 400 B 24  G   19   11   15    4    7  0.364  0.211
 D075 E 400 B 25  E   15   11   12    3    8  0.273  0.200
 D075 E 400 B 25  G   19   11   18    1   10  0.091  0.053
 D075 E 400 B 28  E   15   13    7    8    5  0.615  0.533
 D075 E 400 B 28  G   19   13   16    3   10  0.231  0.158
 D075 E 400 B 29  E   15   14   13    2   12  0.143  0.133
 D075 E 400 B 29  G   19   14   18    1   13  0.071  0.053
 D075 E 400 B 31  E   15   14   12    3   11  0.214  0.200
 D075 E 400 B 31  G   19   14   18    1   13  0.071  0.053
 D076 E 200 B 16  E    8    5    8    0    5  0.000  0.000
 D076 E 200 B 19  E    8    6    5    3    3  0.500  0.375
 D076 E 200 B 20  E    8    9    7    1    8  0.111  0.125
 D076 E 200 B 21  E    8    6    6    2    4  0.333  0.250
 D076 E 200 B 22  E    8    4    8    0    4  0.000  0.000
 D076 E 200 B 24  E    8    6    7    1    5  0.167  0.125
 D076 E 200 B 25  E    8    9    7    1    8  0.111  0.125
 D076 E 200 B 28  E    8    7    6    2    5  0.286  0.250
 D076 E 200 B 29  E    8   10    7    1    9  0.100  0.125
 D076 E 200 B 31  E    8    6    8    0    6  0.000  0.000
 D076 E 400 B 16  E   14    9   12    2    7  0.222  0.143
 D076 E 400 B 19  E   14   16    8    6   10  0.375  0.429
 D076 E 400 B 20  E   14   15   10    4   11  0.267  0.286
 D076 E 400 B 21  E   14   13    8    6    7  0.462  0.429
 D076 E 400 B 22  E   14    8   14    0    8  0.000  0.000
 D076 E 400 B 24  E   14   12    9    5    7  0.417  0.357
 D076 E 400 B 25  E   14   18   12    2   16  0.111  0.143
 D076 E 400 B 28  E   14   15    8    6    9  0.400  0.429
 D076 E 400 B 29  E   14   17   11    3   14  0.176  0.214
 D076 E 400 B 31  E   14   13   12    2   11  0.154  0.143
 D077 E 200 B 16  G    8    4    8    0    4  0.000  0.000
 D077 E 200 B 16  H    9    4    9    0    4  0.000  0.000
 D077 E 200 B 19  G    8    8    4    4    4  0.500  0.500
 D077 E 200 B 19  H    9    8    5    4    4  0.500  0.444
 D077 E 200 B 20  G    8    9    8    0    9  0.000  0.000
 D077 E 200 B 20  H    9    9    7    2    7  0.222  0.222
 D077 E 200 B 21  G    8    5    7    1    4  0.200  0.125
 D077 E 200 B 21  H    9    5    8    1    4  0.200  0.111
 D077 E 200 B 22  G    8    4    8    0    4  0.000  0.000
 D077 E 200 B 22  H    9    4    9    0    4  0.000  0.000
 D077 E 200 B 24  G    8    6    7    1    5  0.167  0.125
 D077 E 200 B 24  H    9    6    7    2    4  0.333  0.222
 D077 E 200 B 25  G    8    8    8    0    8  0.000  0.000
 D077 E 200 B 25  H    9    8    7    2    6  0.250  0.222
 D077 E 200 B 28  G    8    6    8    0    6  0.000  0.000
 D077 E 200 B 28  H    9    6    8    1    5  0.167  0.111
 D077 E 200 B 29  G    8   10    8    0   10  0.000  0.000
 D077 E 200 B 29  H    9   10    8    1    9  0.100  0.111
 D077 E 200 B 31  G    8    6    7    1    5  0.167  0.125
 D077 E 200 B 31  H    9    6    9    0    6  0.000  0.000
 D077 E 400 B 16  G   15    8   13    2    6  0.250  0.133
 D077 E 400 B 16  H   17    8   17    0    8  0.000  0.000
 D077 E 400 B 19  G   15   19   10    5   14  0.263  0.333
 D077 E 400 B 19  H   17   19   10    7   12  0.368  0.412
 D077 E 400 B 20  G   15   17   14    1   16  0.059  0.067
 D077 E 400 B 20  H   17   17   13    4   13  0.235  0.235
 D077 E 400 B 21  G   15   12   13    2   10  0.167  0.133
 D077 E 400 B 21  H   17   12   14    3    9  0.250  0.176
 D077 E 400 B 22  G   15    8   15    0    8  0.000  0.000
 D077 E 400 B 22  H   17    8   17    0    8  0.000  0.000
 D077 E 400 B 24  G   15   11   14    1   10  0.091  0.067
 D077 E 400 B 24  H   17   11   14    3    8  0.273  0.176
 D077 E 400 B 25  G   15   14   14    1   13  0.071  0.067
 D077 E 400 B 25  H   17   14   13    4   10  0.286  0.235
 D077 E 400 B 28  G   15   14   14    1   13  0.071  0.067
 D077 E 400 B 28  H   17   14   15    2   12  0.143  0.118
 D077 E 400 B 29  G   15   16   14    1   15  0.062  0.067
 D077 E 400 B 29  H   17   16   15    2   14  0.125  0.118
 D077 E 400 B 31  G   15   13   14    1   12  0.077  0.067
 D077 E 400 B 31  H   17   13   16    1   12  0.077  0.059
 D078 E 200 B 16  H   11    4   11    0    4  0.000  0.000
 D078 E 200 B 16  J    9    4    9    0    4  0.000  0.000
 D078 E 200 B 19  H   11   18    8    3   15  0.167  0.273
 D078 E 200 B 19  J    9   18    8    1   17  0.056  0.111
 D078 E 200 B 20  H   11   11    9    2    9  0.182  0.182
 D078 E 200 B 20  J    9   11    8    1   10  0.091  0.111
 D078 E 200 B 21  H   11    7    8    3    4  0.429  0.273
 D078 E 200 B 21  J    9    7    8    1    6  0.143  0.111
 D078 E 200 B 22  H   11    4   11    0    4  0.000  0.000
 D078 E 200 B 22  J    9    4    9    0    4  0.000  0.000
 D078 E 200 B 24  H   11    7   10    1    6  0.143  0.091
 D078 E 200 B 24  J    9    7    7    2    5  0.286  0.222
 D078 E 200 B 25  H   11    4   11    0    4  0.000  0.000
 D078 E 200 B 25  J    9    4    9    0    4  0.000  0.000
 D078 E 200 B 28  H   11    8   10    1    7  0.125  0.091
 D078 E 200 B 28  J    9    8    7    2    6  0.250  0.222
 D078 E 200 B 29  H   11   10    9    2    8  0.200  0.182
 D078 E 200 B 29  J    9   10    8    1    9  0.100  0.111
 D078 E 200 B 31  H   11    7   11    0    7  0.000  0.000
 D078 E 200 B 31  J    9    7    9    0    7  0.000  0.000
 D078 E 400 B 16  H   19   10   19    0   10  0.000  0.000
 D078 E 400 B 16  J   15   10   15    0   10  0.000  0.000
 D078 E 400 B 19  H   19   29   10    9   20  0.310  0.474
 D078 E 400 B 19  J   15   29   11    4   25  0.138  0.267
 D078 E 400 B 20  H   19   23   15    4   19  0.174  0.211
 D078 E 400 B 20  J   15   23   12    3   20  0.130  0.200
 D078 E 400 B 21  H   19   13   16    3   10  0.231  0.158
 D078 E 400 B 21  J   15   13   11    4    9  0.308  0.267
 D078 E 400 B 22  H   19    8   19    0    8  0.000  0.000
 D078 E 400 B 22  J   15    8   15    0    8  0.000  0.000
 D078 E 400 B 24  H   19   13   16    3   10  0.231  0.158
 D078 E 400 B 24  J   15   13   11    4    9  0.308  0.267
 D078 E 400 B 25  H   19   10   18    1    9  0.100  0.053
 D078 E 400 B 25  J   15   10   14    1    9  0.100  0.067
 D078 E 400 B 28  H   19   15   18    1   14  0.067  0.053
 D078 E 400 B 28  J   15   15   12    3   12  0.200  0.200
 D078 E 400 B 29  H   19   18   17    2   16  0.111  0.105
 D078 E 400 B 29  J   15   18   12    3   15  0.167  0.200
 D078 E 400 B 31  H   19   13   18    1   12  0.077  0.053
 D078 E 400 B 31  J   15   13   14    1   12  0.077  0.067
 D079 E 200 A 16  B    8    5    6    2    3  0.400  0.250
 D079 E 200 A 16  I    7    5    6    1    4  0.200  0.143
 D079 E 200 A 19  B    8    8    7    1    7  0.125  0.125
 D079 E 200 A 19  I    7    8    4    3    5  0.375  0.429
 D079 E 200 A 20  B    8    8    5    3    5  0.375  0.375
 D079 E 200 A 20  I    7    8    5    2    6  0.250  0.286
 D079 E 200 A 21  B    8    7    4    4    3  0.571  0.500
 D079 E 200 A 21  I    7    7    4    3    4  0.429  0.429
 D079 E 200 A 22  B    8    4    8    0    4  0.000  0.000
 D079 E 200 A 22  I    7    4    7    0    4  0.000  0.000
 D079 E 200 A 24  B    8    9    5    3    6  0.333  0.375
 D079 E 200 A 24  I    7    9    4    3    6  0.333  0.429
 D079 E 200 A 25  B    8    6    7    1    5  0.167  0.125
 D079 E 200 A 25  I    7    6    6    1    5  0.167  0.143
 D079 E 200 A 28  B    8    7    4    4    3  0.571  0.500
 D079 E 200 A 28  I    7    7    5    2    5  0.286  0.286
 D079 E 200 A 29  B    8    8    6    2    6  0.250  0.250
 D079 E 200 A 29  I    7    8    5    2    6  0.250  0.286
 D079 E 200 A 31  B    8    7    6    2    5  0.286  0.250
 D079 E 200 A 31  I    7    7    5    2    5  0.286  0.286
 D079 E 400 A 16  B   15   11   12    3    8  0.273  0.200
 D079 E 400 A 16  I   14   11   10    4    7  0.364  0.286
 D079 E 400 A 19  B   15   16   12    3   13  0.188  0.200
 D079 E 400 A 19  I   14   16    7    7    9  0.438  0.500
 D079 E 400 A 20  B   15   19   12    3   16  0.158  0.200
 D079 E 400 A 20  I   14   19   10    4   15  0.211  0.286
 D079 E 400 A 21  B   15   13    8    7    6  0.538  0.467
 D079 E 400 A 21  I   14   13    7    7    6  0.538  0.500
 D079 E 400 A 22  B   15    8   15    0    8  0.000  0.000
 D079 E 400 A 22  I   14    8   14    0    8  0.000  0.000
 D079 E 400 A 24  B   15   17   11    4   13  0.235  0.267
 D079 E 400 A 24  I   14   17    9    5   12  0.294  0.357
 D079 E 400 A 25  B   15   14   11    4   10  0.286  0.267
 D079 E 400 A 25  I   14   14   10    4   10  0.286  0.286
 D079 E 400 A 28  B   15   13    8    7    6  0.538  0.467
 D079 E 400 A 28  I   14   13    6    8    5  0.615  0.571
 D079 E 400 A 29  B   15   16   12    3   13  0.188  0.200
 D079 E 400 A 29  I   14   16   12    2   14  0.125  0.143
 D079 E 400 A 31  B   15   13   11    4    9  0.308  0.267
 D079 E 400 A 31  I   14   13   11    3   10  0.231  0.214
 D080 E 200 A 16  E    6    4    4    2    2  0.500  0.333
 D080 E 200 A 16  I    9    4    8    1    3  0.250  0.111
 D080 E 200 A 19  E    6    7    5    1    6  0.143  0.167
 D080 E 200 A 19  I    9    7    8    1    6  0.143  0.111
 D080 E 200 A 20  E    6    7    4    2    5  0.286  0.333
 D080 E 200 A 20  I    9    7    7    2    5  0.286  0.222
 D080 E 200 A 21  E    6    6    5    1    5  0.167  0.167
 D080 E 200 A 21  I    9    6    7    2    4  0.333  0.222
 D080 E 200 A 22  E    6    4    6    0    4  0.000  0.000
 D080 E 200 A 22  I    9    4    9    0    4  0.000  0.000
 D080 E 200 A 24  E    6    8    5    1    7  0.125  0.167
 D080 E 200 A 24  I    9    8    8    1    7  0.125  0.111
 D080 E 200 A 25  E    6    5    6    0    5  0.000  0.000
 D080 E 200 A 25  I    9    5    9    0    5  0.000  0.000
 D080 E 200 A 28  E    6    6    5    1    5  0.167  0.167
 D080 E 200 A 28  I    9    6    8    1    5  0.167  0.111
 D080 E 200 A 29  E    6    8    6    0    8  0.000  0.000
 D080 E 200 A 29  I    9    8    9    0    8  0.000  0.000
 D080 E 200 A 31  E    6    6    6    0    6  0.000  0.000
 D080 E 200 A 31  I    9    6    9    0    6  0.000  0.000
 D080 E 400 A 16  E   11    9    9    2    7  0.222  0.182
 D080 E 400 A 16  I   13    9   12    1    8  0.111  0.077
 D080 E 400 A 19  E   11   13    9    2   11  0.154  0.182
 D080 E 400 A 19  I   13   13   12    1   12  0.077  0.077
 D080 E 400 A 20  E   11   17    9    2   15  0.118  0.182
 D080 E 400 A 20  I   13   17    8    5   12  0.294  0.385
 D080 E 400 A 21  E   11   12    8    3    9  0.250  0.273
 D080 E 400 A 21  I   13   12    6    7    5  0.583  0.538
 D080 E 400 A 22  E   11    8   11    0    8  0.000  0.000
 D080 E 400 A 22  I   13    8   13    0    8  0.000  0.000
 D080 E 400 A 24  E   11   17    8    3   14  0.176  0.273
 D080 E 400 A 24  I   13   17    6    7   10  0.412  0.538
 D080 E 400 A 25  E   11   11    9    2    9  0.182  0.182
 D080 E 400 A 25  I   13   11   10    3    8  0.273  0.231
 D080 E 400 A 28  E   11   13    8    3   10  0.231  0.273
 D080 E 400 A 28  I   13   13    7    6    7  0.462  0.462
 D080 E 400 A 29  E   11   12   11    0   12  0.000  0.000
 D080 E 400 A 29  I   13   12   12    1   11  0.083  0.077
 D080 E 400 A 31  E   11   12   10    1   11  0.083  0.091
 D080 E 400 A 31  I   13   12    9    4    8  0.333  0.308
 D081 E 200 A 16  C    7    6    6    1    5  0.167  0.143
 D081 E 200 A 16  G    6    6    4    2    4  0.333  0.333
 D081 E 200 A 19  C    7    8    7    0    8  0.000  0.000
 D081 E 200 A 19  G    6    8    6    0    8  0.000  0.000
 D081 E 200 A 20  C    7    7    5    2    5  0.286  0.286
 D081 E 200 A 20  G    6    7    4    2    5  0.286  0.333
 D081 E 200 A 21  C    7    6    6    1    5  0.167  0.143
 D081 E 200 A 21  G    6    6    2    4    2  0.667  0.667
 D081 E 200 A 22  C    7    4    7    0    4  0.000  0.000
 D081 E 200 A 22  G    6    4    6    0    4  0.000  0.000
 D081 E 200 A 24  C    7    6    6    1    5  0.167  0.143
 D081 E 200 A 24  G    6    6    4    2    4  0.333  0.333
 D081 E 200 A 25  C    7    6    7    0    6  0.000  0.000
 D081 E 200 A 25  G    6    6    6    0    6  0.000  0.000
 D081 E 200 A 28  C    7    7    6    1    6  0.143  0.143
 D081 E 200 A 28  G    6    7    6    0    7  0.000  0.000
 D081 E 200 A 29  C    7    9    6    1    8  0.111  0.143
 D081 E 200 A 29  G    6    9    5    1    8  0.111  0.167
 D081 E 200 A 31  C    7    6    6    1    5  0.167  0.143
 D081 E 200 A 31  G    6    6    3    3    3  0.500  0.500
 D081 E 400 A 16  C   18   11   16    2    9  0.182  0.111
 D081 E 400 A 16  G   13   11   10    3    8  0.273  0.231
 D081 E 400 A 19  C   18   16   16    2   14  0.125  0.111
 D081 E 400 A 19  G   13   16    8    5   11  0.312  0.385
 D081 E 400 A 20  C   18   19   15    3   16  0.158  0.167
 D081 E 400 A 20  G   13   19    8    5   14  0.263  0.385
 D081 E 400 A 21  C   18   12   13    5    7  0.417  0.278
 D081 E 400 A 21  G   13   12    5    8    4  0.667  0.615
 D081 E 400 A 22  C   18    8   18    0    8  0.000  0.000
 D081 E 400 A 22  G   13    8   13    0    8  0.000  0.000
 D081 E 400 A 24  C   18   11   16    2    9  0.182  0.111
 D081 E 400 A 24  G   13   11    7    6    5  0.545  0.462
 D081 E 400 A 25  C   18   12   17    1   11  0.083  0.056
 D081 E 400 A 25  G   13   12   12    1   11  0.083  0.077
 D081 E 400 A 28  C   18   13   15    3   10  0.231  0.167
 D081 E 400 A 28  G   13   13    8    5    8  0.385  0.385
 D081 E 400 A 29  C   18   15   14    4   11  0.267  0.222
 D081 E 400 A 29  G   13   15    9    4   11  0.267  0.308
 D081 E 400 A 31  C   18   13   15    3   10  0.231  0.167
 D081 E 400 A 31  G   13   13    8    5    8  0.385  0.385
 D082 E 200 A 16  C    7    5    7    0    5  0.000  0.000
 D082 E 200 A 16  H   11    5   10    1    4  0.200  0.091
 D082 E 200 A 19  C    7    6    4    3    3  0.500  0.429
 D082 E 200 A 19  H   11    6   11    0    6  0.000  0.000
 D082 E 200 A 20  C    7    8    7    0    8  0.000  0.000
 D082 E 200 A 20  H   11    8   11    0    8  0.000  0.000
 D082 E 200 A 21  C    7    6    6    1    5  0.167  0.143
 D082 E 200 A 21  H   11    6   11    0    6  0.000  0.000
 D082 E 200 A 22  C    7    4    7    0    4  0.000  0.000
 D082 E 200 A 22  H   11    4   11    0    4  0.000  0.000
 D082 E 200 A 24  C    7    6    7    0    6  0.000  0.000
 D082 E 200 A 24  H   11    6   11    0    6  0.000  0.000
 D082 E 200 A 25  C    7    5    7    0    5  0.000  0.000
 D082 E 200 A 25  H   11    5   11    0    5  0.000  0.000
 D082 E 200 A 28  C    7    7    5    2    5  0.286  0.286
 D082 E 200 A 28  H   11    7   11    0    7  0.000  0.000
 D082 E 200 A 29  C    7    7    6    1    6  0.143  0.143
 D082 E 200 A 29  H   11    7   11    0    7  0.000  0.000
 D082 E 200 A 31  C    7    6    7    0    6  0.000  0.000
 D082 E 200 A 31  H   11    6   11    0    6  0.000  0.000
 D082 E 400 A 16  C   14   10   13    1    9  0.100  0.071
 D082 E 400 A 16  H   18   10   17    1    9  0.100  0.056
 D082 E 400 A 19  C   14   14    9    5    9  0.357  0.357
 D082 E 400 A 19  H   18   14   16    2   12  0.143  0.111
 D082 E 400 A 20  C   14   15   11    3   12  0.200  0.214
 D082 E 400 A 20  H   18   15   16    2   13  0.133  0.111
 D082 E 400 A 21  C   14   12   11    3    9  0.250  0.214
 D082 E 400 A 21  H   18   12   16    2   10  0.167  0.111
 D082 E 400 A 22  C   14    8   14    0    8  0.000  0.000
 D082 E 400 A 22  H   18    8   18    0    8  0.000  0.000
 D082 E 400 A 24  C   14   12   11    3    9  0.250  0.214
 D082 E 400 A 24  H   18   12   16    2   10  0.167  0.111
 D082 E 400 A 25  C   14   12   12    2   10  0.167  0.143
 D082 E 400 A 25  H   18   12   18    0   12  0.000  0.000
